books_total_reviews,beauty_total_reviews,books_avg_rating,beauty_avg_rating,books_suspected_fake,beauty_suspected_fake,books_rating_inflation,beauty_rating_inflation,books_fake_percent,beauty_fake_percent
537,527,4.621621621621622,4.4498714652956295,0.0074487895716946,0.0018975332068311196,0.3829787234042552,0.5515463917525771,0.74487895716946,0.18975332068311196
